250;100;0/250;120;0/280;100;90/250;130;0
0;0,0,
15;8,3,
15;210,0,
16;8,3,
16;9,6,
16;209,3,
16;210,0,
17;8,3,
17;9,6,
17;209,3,
17;210,0,
18;8,3,
18;9,6,
18;209,3,
18;210,0,
19;8,3,
19;9,6,
19;209,3,
19;210,0,
20;8,3,
20;9,6,
20;209,3,
20;210,0,
21;8,3,
21;9,6,
21;209,3,
21;210,0,
22;8,3,
22;9,6,
22;209,3,
22;210,0,
23;8,3,
23;9,6,
23;209,3,
23;210,0,
24;8,3,
24;9,6,
24;209,3,
24;210,0,
25;8,3,
25;9,6,
25;209,3,
25;210,0,
26;8,3,
26;9,6,
26;209,3,
26;210,0,
27;8,3,
27;9,6,
27;209,3,
27;210,0,
28;8,3,
28;9,6,
28;209,3,
28;210,0,
29;8,3,
29;9,6,
29;209,3,
29;210,0,
30;8,3,
30;9,6,
30;209,3,
30;210,0,
31;8,3,
31;9,6,
31;40,3, first red wall on top left
31;170,6,
31;209,3,
31;210,0,
32;8,3,
32;9,6,
32;70,3,
32;71,0,
32;169,3,
32;170,6,
32;209,3,
32;210,0,
33;8,3,
33;9,6,
33;70,3,
33;71,0,
33;169,3,
33;170,6,
33;209,3,
33;210,0,
34;8,3,
34;9,6,
34;70,3,
34;71,0,
34;169,3,
34;170,6,
34;209,3,
34;210,0,
35;8,3,
35;9,6,
35;70,3,
35;71,0,
35;169,3,
35;170,6,
35;209,3,
35;210,0,
36;8,3,
36;9,6,
36;70,3,
36;71,0,
36;169,3,
36;170,-1, finsih line start top right
36;175,4,
36;180,-1,
36;185,4,
36;190,-1,
36;195,4,
36;200,-1,
36;205,4,
36;209,3,
36;210,0,
37;8,3,
37;9,6,
37;70,3,
37;71,0,
37;169,3,
37;170,4, second line for finishline
37;175,-1,
37;180,4,
37;185,-1,
37;190,4,
37;195,-1,
37;200,4,
37;205,-1,
37;209,3,
37;210,0,
38;8,3,
38;9,6,
38;70,3,
38;71,0,
38;169,3,
38;170,-1, thirdline for finish line
38;175,4,
38;180,-1,
38;185,4,
38;190,-1,
38;195,4,
38;200,-1,
38;205,4,
38;209,3,
38;210,0,
39;8,3,
39;9,6,
39;70,3,
39;71,0,
39;169,3,
39;170,6,
39;209,3,
39;210,0,
40;8,3,
40;9,6,
40;70,3,
40;71,0,
40;169,3,
40;170,6,
40;209,3,
40;210,0,
41;8,3,
41;9,6,
41;70,3,
41;71,0,
41;169,3,
41;170,6,
41;209,3,
41;210,0,
42;8,3,
42;9,6,
42;70,3,
42;71,0,
42;169,3,
42;170,6,
42;209,3,
42;210,0,
43;8,3,
43;9,6,
43;70,3,
43;71,0,
43;169,3,
